fare_amount,passenger_count,pickup_year,pickup_month,pickup_day_of_month,pickup_hour,pickup_minute,pickup_second,Trip_distance_KM
21.5,1.0,2014.0,5.0,25.0,2.0,44.0,45.0,7.748627027100928
9.0,1.0,2015.0,3.0,18.0,15.0,40.0,13.0,1.7305594347463737
4.9,1.0,2009.0,8.0,30.0,2.0,18.0,0.0,0.7010964591307133
14.5,1.0,2009.0,12.0,15.0,22.0,18.0,48.0,7.556709587601135
7.0,1.0,2015.0,1.0,22.0,8.0,27.0,10.0,2.1674176397655978
16.9,1.0,2010.0,3.0,20.0,21.0,51.0,1.0,6.619463172127602
10.0,1.0,2014.0,5.0,23.0,3.0,15.0,38.0,3.139336147273613
9.3,1.0,2009.0,3.0,27.0,7.0,29.0,35.0,3.255882684631704
12.5,1.0,2011.0,1.0,11.0,13.0,8.0,0.0,2.5357749585481093
5.7,1.0,2011.0,8.0,24.0,21.0,6.0,0.0,1.516241628702109
9.3,1.0,2009.0,6.0,15.0,17.0,13.0,10.0,3.4603273082237638
4.9,2.0,2011.0,10.0,27.0,15.0,5.0,10.0,1.3061373356199568
16.5,1.0,2014.0,4.0,19.0,22.0,38.0,20.0,3.5176445872676196
3.3,1.0,2011.0,3.0,12.0,9.0,23.0,0.0,0.7172242911309025
19.5,2.0,2015.0,6.0,28.0,19.0,50.0,21.0,6.255445977408449
6.5,5.0,2010.0,5.0,2.0,12.0,16.0,0.0,2.8890298828033405
6.1,1.0,2010.0,10.0,24.0,2.0,51.0,28.0,1.4742188157913272
7.7,1.0,2012.0,3.0,20.0,21.0,45.0,25.0,3.242888602218182
10.5,1.0,2013.0,2.0,6.0,18.0,24.0,22.0,2.8839446056292797
4.5,1.0,2014.0,7.0,1.0,6.0,21.0,23.0,0.8184017480491076
6.1,1.0,2011.0,6.0,20.0,9.0,32.0,51.0,1.4051545054046122
21.5,1.0,2013.0,1.0,10.0,23.0,37.0,0.0,7.596888154702496
5.0,2.0,2013.0,1.0,24.0,13.0,34.0,0.0,0.5938302580792013
5.5,1.0,2013.0,7.0,2.0,22.0,39.0,18.0,1.3920044703819832
8.5,2.0,2011.0,3.0,16.0,12.0,36.0,0.0,1.086148580213729
9.0,1.0,2013.0,4.0,28.0,12.0,54.0,13.0,2.016329697489863
6.0,2.0,2014.0,10.0,24.0,20.0,43.0,59.0,0.6777367023789226
7.5,6.0,2015.0,1.0,19.0,7.0,5.0,8.0,1.7280423100693703
17.3,1.0,2009.0,4.0,6.0,9.0,36.0,26.0,4.7180424317046565
12.9,1.0,2011.0,5.0,21.0,9.0,46.0,21.0,3.6008241646120345
16.5,1.0,2013.0,3.0,20.0,22.0,49.0,0.0,5.945098734396466
8.5,1.0,2014.0,7.0,3.0,15.0,42.0,0.0,2.0934650402227386
3.3,1.0,2009.0,1.0,19.0,12.0,58.0,5.0,0.9562651888562734
7.5,1.0,2015.0,6.0,15.0,12.0,44.0,37.0,1.4090211522364715
4.5,1.0,2012.0,3.0,2.0,9.0,44.0,45.0,1.2469564603247931
10.5,1.0,2013.0,3.0,3.0,1.0,32.0,9.0,3.882359596553464
3.7,1.0,2010.0,4.0,22.0,10.0,42.0,0.0,0.5367789803071308
7.0,1.0,2013.0,10.0,24.0,7.0,50.0,0.0,1.8441375627693073
10.5,1.0,2010.0,4.0,6.0,13.0,8.0,56.0,4.034104696086494
8.9,1.0,2011.0,4.0,6.0,21.0,26.0,0.0,4.477013431502895
11.7,2.0,2012.0,9.0,2.0,16.0,22.0,50.0,3.9627580112976455
6.0,1.0,2013.0,12.0,7.0,18.0,21.0,0.0,0.6756228636795653
5.5,1.0,2014.0,1.0,12.0,17.0,6.0,32.0,0.8251462419708052
6.9,1.0,2011.0,6.0,5.0,17.0,19.0,40.0,1.6293735207779365
8.1,1.0,2009.0,4.0,3.0,22.0,31.0,0.0,1.0589585167714008
5.3,5.0,2011.0,9.0,30.0,20.0,4.0,0.0,0.5617551072128844
3.5,1.0,2012.0,10.0,23.0,19.0,28.0,19.0,0.4808848217433446
3.5,3.0,2014.0,1.0,31.0,12.0,50.0,0.0,0.4566985395388578
11.5,1.0,2012.0,6.0,16.0,14.0,30.0,5.0,3.49009631172545
10.5,2.0,2015.0,3.0,9.0,7.0,47.0,54.0,1.7974826448876355
11.3,1.0,2009.0,1.0,25.0,11.0,31.0,0.0,3.6502386682164594
4.5,1.0,2011.0,2.0,19.0,12.0,12.0,54.0,0.9598627060400048
6.9,4.0,2011.0,7.0,30.0,1.0,3.0,20.0,1.6846363268838582
7.7,1.0,2012.0,7.0,10.0,8.0,30.0,38.0,1.6418881790283844
10.5,2.0,2013.0,1.0,13.0,22.0,59.0,53.0,4.073477939352028
12.5,5.0,2010.0,4.0,21.0,21.0,50.0,0.0,4.16691925616936
180.0,1.0,2013.0,1.0,16.0,20.0,19.0,58.0,0.0
18.5,5.0,2010.0,8.0,8.0,15.0,10.0,0.0,6.6494257664895375
7.3,1.0,2011.0,12.0,27.0,8.0,14.0,53.0,2.9637224569029548
5.5,1.0,2013.0,8.0,19.0,12.0,37.0,0.0,1.2942477139392885
10.5,1.0,2009.0,11.0,20.0,8.0,10.0,1.0,3.6221034758848534
10.1,1.0,2010.0,4.0,30.0,7.0,23.0,16.0,3.9355339483796583
7.5,1.0,2013.0,4.0,6.0,10.0,35.0,43.0,1.916212509430384
5.7,1.0,2011.0,12.0,25.0,8.0,11.0,0.0,2.183018860023185
15.0,1.0,2012.0,11.0,27.0,9.0,46.0,23.0,2.4054401728039823
12.5,1.0,2013.0,9.0,17.0,12.0,6.0,17.0,1.3418173401615994
9.7,1.0,2010.0,5.0,10.0,20.0,7.0,37.0,3.9131963666066727
10.1,1.0,2011.0,11.0,28.0,18.0,32.0,0.0,4.523104990127415
14.5,1.0,2013.0,3.0,29.0,6.0,3.0,0.0,5.152450135372279
24.0,1.0,2014.0,12.0,11.0,14.0,49.0,0.0,2.837642847243081
10.9,5.0,2011.0,1.0,13.0,15.0,55.0,0.0,4.882341461787785
15.0,2.0,2013.0,7.0,6.0,12.0,2.0,40.0,5.9618367213655565
8.0,1.0,2015.0,4.0,8.0,13.0,28.0,1.0,1.3574349721188197
5.0,1.0,2013.0,9.0,29.0,19.0,0.0,8.0,0.8620698369193917
8.0,1.0,2013.0,10.0,22.0,16.0,57.0,5.0,2.9685993135762216
4.5,2.0,2009.0,5.0,30.0,0.0,54.0,45.0,0.8643678212458643
7.0,1.0,2015.0,2.0,27.0,6.0,49.0,36.0,1.2537386443318055
10.1,5.0,2009.0,9.0,16.0,9.0,6.0,0.0,2.61315766436292
10.5,4.0,2010.0,3.0,20.0,20.0,12.0,49.0,3.483725148406643
8.9,1.0,2010.0,8.0,20.0,10.0,2.0,0.0,2.682329413168418
3.5,6.0,2014.0,1.0,21.0,20.0,8.0,0.0,0.2441974339110043
8.1,1.0,2010.0,4.0,23.0,22.0,4.0,0.0,2.313225952991138
6.5,5.0,2013.0,8.0,9.0,16.0,6.0,0.0,2.440538308562649
5.7,1.0,2009.0,4.0,22.0,20.0,51.0,21.0,1.37509615080977
5.0,1.0,2015.0,4.0,29.0,10.0,13.0,13.0,1.1422212467308177
43.0,1.0,2009.0,9.0,21.0,16.0,56.0,52.0,3.3479916906964236
6.5,1.0,2014.0,3.0,11.0,8.0,38.0,45.0,1.1486519555125045
6.5,1.0,2014.0,1.0,20.0,6.0,54.0,0.0,1.686906355330704
10.5,1.0,2014.0,2.0,16.0,15.0,10.0,17.0,2.4464730523700773
7.0,1.0,2014.0,8.0,13.0,14.0,43.0,2.0,0.9140339409448831
3.3,1.0,2011.0,6.0,18.0,12.0,27.0,46.0,0.4103932864398046
13.5,1.0,2013.0,4.0,6.0,14.0,1.0,22.0,2.5176863899817037
10.5,1.0,2014.0,6.0,15.0,15.0,1.0,5.0,1.4274631787009635
9.3,2.0,2009.0,6.0,7.0,0.0,26.0,7.0,2.1324895732869216
6.5,5.0,2010.0,1.0,28.0,11.0,37.0,0.0,0.9599913245078104
7.3,4.0,2011.0,4.0,29.0,16.0,34.0,0.0,1.4304295539197356
14.5,5.0,2014.0,11.0,16.0,16.0,11.0,0.0,3.4104167114015467
8.1,1.0,2009.0,9.0,17.0,12.0,17.0,0.0,2.084441333627749
14.5,1.0,2013.0,9.0,13.0,15.0,6.0,0.0,3.723101978975923
5.0,2.0,2015.0,5.0,16.0,1.0,52.0,26.0,0.8158628816824296
6.9,5.0,2010.0,8.0,18.0,20.0,17.0,0.0,2.326707816718227
16.9,1.0,2011.0,4.0,23.0,23.0,23.0,58.0,7.329823186648318
13.0,2.0,2012.0,11.0,19.0,1.0,20.0,56.0,4.952792568393205
6.0,1.0,2013.0,8.0,9.0,23.0,28.0,0.0,2.4428859120120947
40.83,1.0,2014.0,10.0,24.0,8.0,56.0,6.0,7.706191253657421
6.5,1.0,2014.0,11.0,29.0,21.0,33.0,0.0,0.9183521737851178
6.5,1.0,2011.0,12.0,14.0,7.0,42.0,39.0,1.3097499204054934
9.7,1.0,2012.0,3.0,24.0,11.0,45.0,12.0,3.298330061292435
6.0,1.0,2012.0,10.0,8.0,17.0,31.0,26.0,1.4263265825278661
7.7,1.0,2009.0,3.0,5.0,16.0,4.0,49.0,2.564371010744901
8.1,1.0,2011.0,6.0,8.0,22.0,47.0,0.0,3.2887298589496345
12.1,1.0,2012.0,1.0,8.0,1.0,33.0,31.0,4.428704650456971
4.9,1.0,2010.0,6.0,3.0,19.0,41.0,34.0,1.4348469912747561
16.5,1.0,2009.0,11.0,10.0,20.0,11.0,0.0,5.539042520905287
31.83,1.0,2013.0,5.0,29.0,23.0,47.0,0.0,7.455088852530662
6.5,1.0,2013.0,1.0,31.0,12.0,32.0,0.0,0.6587321715390815
6.0,1.0,2013.0,12.0,16.0,13.0,22.0,39.0,0.8364066371282828
18.9,2.0,2011.0,9.0,24.0,2.0,28.0,21.0,5.782731427010863
3.0,1.0,2013.0,8.0,6.0,18.0,3.0,59.0,0.30832602022990163
6.0,6.0,2015.0,1.0,19.0,11.0,54.0,29.0,1.1050399261223283
4.1,1.0,2009.0,3.0,24.0,11.0,40.0,17.0,0.6686672640543782
5.5,1.0,2014.0,5.0,6.0,18.0,33.0,9.0,0.6322773527321762
12.0,1.0,2015.0,1.0,28.0,23.0,47.0,10.0,2.941830229022238
6.1,1.0,2009.0,4.0,22.0,1.0,42.0,0.0,1.7701900830417034
6.5,1.0,2010.0,2.0,4.0,22.0,44.0,36.0,2.488765670115672
4.1,2.0,2011.0,9.0,24.0,22.0,57.0,0.0,0.7742628892630292
6.5,1.0,2015.0,4.0,15.0,10.0,6.0,30.0,0.6065656519416341
3.3,1.0,2009.0,10.0,23.0,14.0,42.0,0.0,0.194357620783906
13.0,2.0,2013.0,1.0,17.0,1.0,14.0,0.0,3.9627519467049988
15.0,2.0,2013.0,6.0,25.0,9.0,10.0,52.0,3.310717080651291
9.5,1.0,2014.0,6.0,25.0,8.0,13.0,38.0,1.4823580396777518
2.5,1.0,2013.0,7.0,21.0,0.0,10.0,23.0,0.0
10.0,1.0,2014.0,6.0,18.0,17.0,9.0,15.0,1.5351537346638573
8.0,3.0,2014.0,5.0,10.0,17.0,38.0,0.0,1.887388868157339
7.0,2.0,2014.0,7.0,15.0,18.0,51.0,0.0,1.5669075234575496
6.1,3.0,2011.0,9.0,11.0,1.0,21.0,16.0,1.4671755631041452
8.5,5.0,2011.0,9.0,30.0,13.0,12.0,0.0,0.8722098428067807
26.5,1.0,2013.0,3.0,15.0,10.0,51.0,38.0,7.284034064221366
7.0,5.0,2014.0,4.0,1.0,16.0,36.0,0.0,1.1927682174512704
9.0,1.0,2015.0,6.0,30.0,22.0,42.0,39.0,1.812409762896819
3.7,1.0,2010.0,7.0,8.0,17.0,33.0,0.0,0.827251673198949
11.7,3.0,2009.0,7.0,4.0,23.0,23.0,36.0,5.119681861680892
4.1,2.0,2009.0,12.0,29.0,17.0,19.0,2.0,0.9834058883995281
8.5,2.0,2012.0,6.0,24.0,3.0,15.0,0.0,2.253486660220497
8.5,3.0,2012.0,10.0,12.0,22.0,45.0,9.0,2.194990720733307
7.0,3.0,2013.0,12.0,9.0,7.0,51.0,37.0,1.5345595037581312
10.9,1.0,2009.0,7.0,31.0,16.0,3.0,32.0,3.216252343045966
6.5,1.0,2010.0,3.0,31.0,12.0,41.0,33.0,1.3253047572999073
10.9,4.0,2010.0,3.0,6.0,16.0,8.0,2.0,2.7736096739273477
5.0,1.0,2013.0,2.0,22.0,17.0,43.0,0.0,1.1909651199064766
12.5,2.0,2009.0,5.0,3.0,20.0,39.0,18.0,2.703379521126728
15.3,1.0,2011.0,12.0,19.0,22.0,28.0,0.0,6.9328780954935
11.3,1.0,2011.0,6.0,15.0,13.0,19.0,33.0,1.8154396517336042
19.0,1.0,2015.0,4.0,10.0,9.0,42.0,12.0,4.013294301551986
5.5,1.0,2015.0,6.0,7.0,19.0,32.0,55.0,1.209314172616299
8.1,1.0,2011.0,3.0,3.0,22.0,26.0,7.0,1.8586704291864136
15.7,2.0,2012.0,2.0,18.0,22.0,38.0,18.0,7.4681078166152615
4.5,1.0,2012.0,11.0,20.0,6.0,24.0,44.0,1.4135463019739662
5.0,1.0,2015.0,3.0,15.0,23.0,54.0,3.0,0.7761426125327574
6.5,1.0,2009.0,11.0,1.0,8.0,1.0,25.0,2.3069203789571078
9.7,5.0,2010.0,1.0,20.0,20.0,39.0,0.0,3.0084399440067835
4.9,1.0,2012.0,1.0,10.0,12.0,40.0,50.0,1.3486805187225348
8.0,1.0,2013.0,6.0,4.0,20.0,20.0,0.0,1.625159288563851
7.3,2.0,2009.0,12.0,3.0,10.0,15.0,0.0,0.8243972589438422
12.9,1.0,2010.0,8.0,7.0,22.0,16.0,40.0,4.041188930985057
15.3,1.0,2012.0,6.0,8.0,1.0,27.0,8.0,7.6655250238934345
9.7,1.0,2009.0,8.0,27.0,21.0,25.0,15.0,3.285642786898795
9.3,3.0,2011.0,1.0,22.0,20.0,0.0,37.0,2.7094147143883944
10.1,1.0,2012.0,3.0,1.0,20.0,3.0,0.0,3.399147791452654
15.5,1.0,2014.0,12.0,29.0,21.0,19.0,0.0,4.646899792627507
9.0,1.0,2015.0,3.0,9.0,13.0,52.0,9.0,1.3342342272488903
6.1,1.0,2009.0,2.0,2.0,8.0,17.0,38.0,1.559540671688037
4.5,1.0,2011.0,9.0,16.0,7.0,13.0,39.0,0.6831508159059063
3.7,1.0,2012.0,4.0,17.0,8.0,56.0,10.0,0.8891337795243334
8.9,1.0,2009.0,4.0,23.0,7.0,13.0,0.0,2.332211182299744
16.1,2.0,2009.0,7.0,15.0,22.0,19.0,4.0,3.7450384883620775
6.9,2.0,2011.0,10.0,22.0,17.0,30.0,0.0,1.7138023386001988
3.7,1.0,2012.0,2.0,14.0,5.0,55.0,49.0,1.058750046743527
6.5,1.0,2012.0,3.0,1.0,23.0,21.0,20.0,2.268443863722334
10.0,3.0,2014.0,12.0,2.0,13.0,11.0,0.0,3.119015659818823
8.0,1.0,2015.0,1.0,17.0,18.0,15.0,14.0,1.7008213888069823
5.3,1.0,2010.0,7.0,12.0,8.0,20.0,0.0,1.3253377784526013
8.9,1.0,2011.0,2.0,22.0,8.0,48.0,34.0,1.1613970363582071
5.0,1.0,2014.0,6.0,10.0,22.0,37.0,32.0,1.0476904907777367
6.9,1.0,2009.0,5.0,25.0,2.0,2.0,7.0,3.4710185237712383
7.7,1.0,2009.0,7.0,8.0,16.0,50.0,38.0,2.1186655884634895
13.7,1.0,2012.0,4.0,29.0,21.0,47.0,7.0,6.842702479815505
9.0,2.0,2015.0,4.0,18.0,16.0,41.0,8.0,1.935863919907391
165.0,1.0,2009.0,8.0,7.0,21.0,49.0,13.0,0.02847143728063238
10.1,2.0,2009.0,12.0,24.0,23.0,5.0,39.0,3.4024351267712154
5.7,2.0,2010.0,3.0,12.0,21.0,18.0,0.0,1.156389857180253
45.84,1.0,2015.0,5.0,19.0,8.0,4.0,30.0,0.01131648593008363
8.1,1.0,2010.0,10.0,20.0,9.0,27.0,0.0,1.4621119411621761
12.1,1.0,2011.0,7.0,22.0,13.0,46.0,58.0,4.480981215610985
11.7,1.0,2012.0,6.0,3.0,15.0,11.0,24.0,2.4945807978071204
13.0,2.0,2014.0,5.0,9.0,22.0,11.0,0.0,3.708036718941197
12.5,1.0,2011.0,2.0,14.0,20.0,18.0,0.0,6.343309521134419
70.0,1.0,2009.0,9.0,1.0,14.0,18.0,0.0,0.0027314127711344487
6.9,2.0,2011.0,12.0,10.0,14.0,19.0,0.0,2.0033180523099214
6.9,1.0,2012.0,6.0,26.0,17.0,12.0,0.0,2.0615524266659917
6.0,1.0,2013.0,6.0,26.0,9.0,4.0,32.0,1.8261635157815252
21.0,1.0,2014.0,5.0,5.0,12.0,19.0,0.0,7.555970322396551
15.5,1.0,2014.0,10.0,25.0,15.0,1.0,27.0,3.0630605262207977
12.0,1.0,2015.0,3.0,11.0,11.0,53.0,55.0,4.149505918627295
14.5,1.0,2009.0,9.0,27.0,13.0,12.0,0.0,4.768224578644589
16.0,2.0,2013.0,1.0,4.0,22.0,32.0,24.0,7.441045744782193
10.0,1.0,2013.0,12.0,4.0,19.0,52.0,55.0,2.115416598307427
5.5,6.0,2014.0,4.0,17.0,8.0,33.0,0.0,1.2070239846959845
13.0,2.0,2012.0,9.0,30.0,23.0,12.0,0.0,3.2972830808650975
12.0,1.0,2012.0,10.0,23.0,20.0,24.0,0.0,4.225599350323118
7.5,5.0,2014.0,5.0,21.0,23.0,3.0,0.0,2.895911255476169
4.9,1.0,2009.0,12.0,26.0,21.0,34.0,24.0,1.158699794787071
5.3,1.0,2010.0,4.0,2.0,10.0,24.0,0.0,1.1141342449468556
8.5,4.0,2011.0,9.0,8.0,21.0,48.0,0.0,1.4850719823440632
8.0,2.0,2013.0,8.0,19.0,7.0,59.0,0.0,2.5574561579831707
43.0,1.0,2013.0,11.0,23.0,18.0,34.0,0.0,0.9306689040509489
4.5,1.0,2014.0,11.0,9.0,19.0,31.0,0.0,1.1282997238689667
7.7,4.0,2009.0,9.0,7.0,22.0,37.0,0.0,2.1905993386875156
6.9,1.0,2010.0,9.0,8.0,8.0,0.0,0.0,5.063880202036768
6.9,1.0,2012.0,1.0,26.0,21.0,50.0,0.0,1.995655479418302
14.5,1.0,2012.0,3.0,8.0,10.0,49.0,0.0,3.3453246524136384
12.0,2.0,2013.0,3.0,29.0,17.0,16.0,0.0,3.4033618004807846
21.7,1.0,2009.0,9.0,24.0,22.0,7.0,0.0,7.801169017918206
14.9,1.0,2009.0,12.0,16.0,9.0,41.0,54.0,3.8105836546746414
3.3,1.0,2011.0,5.0,5.0,9.0,24.0,0.0,0.46439121193764876
6.5,1.0,2011.0,11.0,18.0,14.0,27.0,21.0,2.0286715952493677
10.9,1.0,2012.0,7.0,7.0,12.0,11.0,0.0,3.9321419082742866
19.5,1.0,2013.0,9.0,19.0,7.0,53.0,0.0,6.698375503623007
5.5,5.0,2014.0,9.0,11.0,17.0,16.0,0.0,1.1919203030882162
6.5,1.0,2012.0,2.0,11.0,11.0,23.0,17.0,1.4799098453971478
5.7,5.0,2012.0,7.0,24.0,21.0,6.0,0.0,0.9012402943389534
8.5,1.0,2013.0,1.0,8.0,21.0,41.0,0.0,2.622192308417594
7.0,1.0,2013.0,7.0,31.0,22.0,27.0,0.0,2.014962156308989
3.7,2.0,2009.0,1.0,6.0,19.0,6.0,0.0,0.4023338402454752
9.7,5.0,2010.0,4.0,13.0,11.0,56.0,0.0,2.0872641440583317
6.9,1.0,2011.0,11.0,10.0,18.0,22.0,0.0,1.563012098130223
8.9,5.0,2012.0,1.0,17.0,13.0,23.0,0.0,3.2510660998906933
12.5,1.0,2012.0,11.0,7.0,16.0,7.0,0.0,1.9398495777315075
11.0,1.0,2013.0,8.0,28.0,18.0,13.0,0.0,3.909771496993871
9.5,5.0,2014.0,3.0,28.0,22.0,54.0,0.0,1.5415971266956596
8.5,1.0,2013.0,9.0,22.0,14.0,35.0,0.0,2.333486468518177
4.5,3.0,2015.0,3.0,10.0,17.0,5.0,50.0,0.8286090080762172
10.5,1.0,2009.0,9.0,18.0,22.0,35.0,9.0,2.8591243030985565
5.3,1.0,2009.0,3.0,25.0,6.0,20.0,33.0,1.3947094395828632
10.5,1.0,2011.0,8.0,7.0,19.0,10.0,21.0,4.81803796374753
4.1,1.0,2011.0,12.0,6.0,7.0,0.0,33.0,3.802740803091682
8.9,1.0,2009.0,5.0,18.0,19.0,34.0,7.0,3.279527085545949
5.7,1.0,2012.0,2.0,27.0,8.0,26.0,0.0,1.176946980937289
6.0,2.0,2012.0,9.0,24.0,7.0,15.0,0.0,2.043385428964605
4.5,1.0,2009.0,3.0,26.0,18.0,43.0,0.0,1.3164555686692203
8.5,2.0,2009.0,5.0,29.0,16.0,51.0,0.0,0.6333136367671282
9.3,1.0,2010.0,1.0,15.0,4.0,12.0,36.0,4.142112078728488
16.9,1.0,2010.0,12.0,7.0,14.0,5.0,10.0,0.6225757420683029
15.0,3.0,2013.0,5.0,19.0,16.0,51.0,48.0,2.552252023682641
13.5,1.0,2015.0,1.0,11.0,19.0,27.0,33.0,4.81896388364344
6.5,1.0,2010.0,4.0,1.0,8.0,43.0,7.0,1.6037586709435778
10.5,1.0,2011.0,9.0,20.0,23.0,9.0,34.0,3.882769508274132
13.5,1.0,2013.0,12.0,5.0,23.0,30.0,0.0,5.440708715600273
6.5,1.0,2012.0,5.0,19.0,10.0,48.0,42.0,1.3867980030164715
10.5,1.0,2012.0,6.0,24.0,15.0,28.0,0.0,4.40603221304242
6.0,2.0,2013.0,5.0,22.0,12.0,4.0,2.0,0.6328209916517538
6.5,1.0,2014.0,7.0,11.0,20.0,14.0,7.0,2.2599531008879703
3.3,2.0,2010.0,4.0,9.0,19.0,17.0,21.0,0.724384762408687
15.0,5.0,2013.0,3.0,1.0,21.0,23.0,0.0,3.54319334870047
9.0,2.0,2013.0,5.0,8.0,3.0,32.0,15.0,1.9728231043325373
8.0,1.0,2014.0,8.0,26.0,7.0,55.0,0.0,1.88436694903853
10.9,1.0,2009.0,4.0,30.0,11.0,29.0,27.0,2.343593203196424
7.3,1.0,2009.0,5.0,14.0,21.0,59.0,15.0,2.530338596113087
8.0,2.0,2015.0,5.0,15.0,18.0,3.0,16.0,1.6923461509406617
19.7,1.0,2012.0,6.0,4.0,18.0,53.0,28.0,7.681054805505378
10.0,5.0,2014.0,10.0,28.0,0.0,23.0,0.0,2.6631893328558807
8.9,1.0,2009.0,6.0,21.0,9.0,55.0,27.0,4.116753066471814
4.5,3.0,2013.0,1.0,26.0,23.0,19.0,0.0,0.9765750727960683
10.5,1.0,2013.0,1.0,31.0,21.0,53.0,0.0,3.002460623919766
10.0,4.0,2013.0,8.0,7.0,19.0,25.0,0.0,1.6060407224623963
7.5,1.0,2015.0,1.0,22.0,8.0,28.0,10.0,1.5931604031605413
16.1,1.0,2010.0,12.0,1.0,10.0,16.0,19.0,6.341659596136381
7.3,1.0,2011.0,12.0,14.0,22.0,42.0,16.0,1.2742435350951644
7.7,1.0,2011.0,3.0,19.0,15.0,51.0,57.0,1.2405700108332633
4.5,1.0,2012.0,4.0,9.0,15.0,50.0,32.0,0.9411275529846911
8.0,1.0,2013.0,6.0,13.0,8.0,37.0,0.0,1.16969414095167
5.0,4.0,2015.0,4.0,18.0,13.0,32.0,1.0,0.5982488271482087
11.7,1.0,2009.0,8.0,31.0,15.0,28.0,58.0,3.9645344341391886
7.3,1.0,2010.0,6.0,15.0,13.0,56.0,8.0,2.1399255037271336
14.0,1.0,2012.0,9.0,25.0,15.0,32.0,15.0,1.9283652163227862
15.0,1.0,2012.0,11.0,26.0,0.0,7.0,46.0,5.510444295831569
11.3,1.0,2009.0,5.0,2.0,15.0,15.0,1.0,5.318295957087863
3.7,6.0,2009.0,8.0,26.0,0.0,55.0,0.0,0.8702478380886942
9.3,1.0,2010.0,2.0,27.0,16.0,15.0,33.0,2.1811366230185656
16.0,1.0,2013.0,9.0,19.0,23.0,6.0,0.0,4.402879924722002
6.9,3.0,2010.0,5.0,31.0,18.0,5.0,0.0,1.6571159209497346
10.5,1.0,2011.0,2.0,1.0,22.0,8.0,46.0,4.6206236846760005
7.0,1.0,2012.0,10.0,19.0,21.0,15.0,51.0,1.6243387307494477
16.0,1.0,2014.0,3.0,19.0,10.0,27.0,14.0,5.275770683892744
8.5,1.0,2014.0,11.0,6.0,7.0,32.0,30.0,1.7465582612702475
6.1,1.0,2009.0,2.0,21.0,19.0,14.0,0.0,1.3461396285380065
9.7,2.0,2011.0,5.0,29.0,0.0,41.0,48.0,2.669663677379154
5.3,1.0,2010.0,3.0,31.0,19.0,31.0,44.0,1.1196256929847088
6.0,1.0,2014.0,4.0,19.0,10.0,36.0,0.0,2.4108225998720187
6.1,1.0,2012.0,3.0,7.0,7.0,33.0,0.0,1.5073929583872425
5.5,2.0,2013.0,4.0,21.0,1.0,28.0,56.0,0.5649599357445039
9.5,1.0,2014.0,2.0,21.0,22.0,20.0,0.0,2.0875020439859533
9.3,5.0,2012.0,7.0,20.0,17.0,27.0,0.0,2.7194885582498696
26.5,1.0,2012.0,9.0,14.0,18.0,4.0,0.0,6.4240713428037655
8.9,1.0,2010.0,1.0,13.0,18.0,20.0,56.0,2.7671881342848588
11.3,1.0,2011.0,1.0,12.0,8.0,27.0,0.0,4.556784048678729
3.0,1.0,2012.0,11.0,16.0,12.0,40.0,56.0,0.21988191752827324
7.5,2.0,2013.0,12.0,17.0,1.0,37.0,54.0,1.1842696147182947
9.0,1.0,2015.0,1.0,19.0,23.0,26.0,36.0,2.1080991568825582
12.5,3.0,2015.0,5.0,28.0,15.0,6.0,11.0,1.3459441740672118
6.5,1.0,2012.0,6.0,9.0,10.0,3.0,56.0,1.3622030895090729
9.5,1.0,2013.0,2.0,4.0,18.0,35.0,58.0,1.9066666298965036
8.5,3.0,2013.0,12.0,7.0,0.0,32.0,0.0,1.9595490517526934
9.5,1.0,2014.0,1.0,27.0,12.0,45.0,32.0,2.1730250956666293
14.0,1.0,2013.0,10.0,18.0,21.0,20.0,0.0,3.4770307059061003
10.1,1.0,2010.0,6.0,15.0,21.0,55.0,0.0,1.842358906270882
13.7,1.0,2010.0,9.0,1.0,15.0,33.0,42.0,2.4515415975228794
4.5,1.0,2011.0,4.0,17.0,20.0,36.0,0.0,0.8685680501782962
6.0,3.0,2013.0,7.0,15.0,11.0,21.0,17.0,0.0
11.0,1.0,2014.0,3.0,24.0,20.0,29.0,0.0,2.509833406473867
7.7,3.0,2011.0,12.0,16.0,19.0,42.0,23.0,1.3209429181888241
11.0,1.0,2013.0,3.0,12.0,8.0,24.0,49.0,2.0420802908822706
14.5,1.0,2013.0,6.0,18.0,8.0,33.0,59.0,3.5189968238654648
7.5,1.0,2013.0,3.0,25.0,0.0,22.0,0.0,2.924573722418722
8.5,2.0,2014.0,5.0,3.0,16.0,9.0,1.0,2.002200437135777
8.9,2.0,2009.0,2.0,13.0,20.0,48.0,0.0,2.075802481607645
4.9,1.0,2010.0,5.0,27.0,19.0,28.0,17.0,0.69569854757714
4.5,2.0,2010.0,6.0,15.0,9.0,16.0,0.0,0.8379135436209049
11.3,1.0,2010.0,2.0,27.0,18.0,30.0,56.0,5.222093568748691
6.5,1.0,2010.0,5.0,17.0,8.0,41.0,0.0,1.1800481580322144
4.5,1.0,2013.0,7.0,28.0,20.0,38.0,56.0,1.1489288054897173
6.0,1.0,2014.0,3.0,7.0,12.0,23.0,14.0,1.0389702353471781
5.3,5.0,2009.0,11.0,4.0,19.0,14.0,0.0,1.3231277055623702
6.9,1.0,2011.0,11.0,25.0,8.0,42.0,1.0,1.8592988482357102
13.5,1.0,2012.0,11.0,15.0,4.0,50.0,0.0,5.088959331879086
