fare_amount,passenger_count,pickup_year,pickup_month,pickup_day_of_month,pickup_hour,pickup_minute,pickup_second,Trip_distance_KM
6.5,3.0,2013.0,1.0,11.0,13.0,6.0,0.0,0.18338026045373026
16.1,1.0,2011.0,9.0,27.0,10.0,10.0,43.0,0.7856731649852153
28.9,1.0,2011.0,10.0,9.0,12.0,50.0,0.0,0.8789062320295155
5.0,2.0,2014.0,11.0,4.0,10.0,25.0,0.0,0.11123589510685027
7.7,1.0,2011.0,8.0,26.0,7.0,43.0,27.0,0.38473812798681406
4.5,1.0,2013.0,4.0,25.0,11.0,40.0,0.0,0.06759149795841068
9.0,1.0,2013.0,12.0,22.0,17.0,0.0,19.0,0.2554511324680285
8.5,1.0,2010.0,5.0,21.0,16.0,36.0,0.0,0.20978322583223058
10.5,2.0,2012.0,6.0,10.0,0.0,38.0,0.0,0.38550736533501934
16.0,1.0,2012.0,10.0,6.0,22.0,53.0,0.0,0.5990554536474793
25.5,1.0,2014.0,7.0,10.0,9.0,7.0,0.0,0.6116538226213925
12.5,1.0,2009.0,10.0,18.0,11.0,23.0,10.0,0.5904368146495951
14.5,2.0,2013.0,7.0,12.0,22.0,2.0,0.0,0.7252991308461594
4.0,1.0,2014.0,5.0,12.0,23.0,20.0,0.0,0.12646193583611734
15.0,2.0,2015.0,3.0,1.0,10.0,53.0,11.0,0.6841839404782537
19.5,1.0,2015.0,5.0,12.0,6.0,45.0,53.0,0.7437875430882435
9.3,1.0,2010.0,3.0,28.0,17.0,21.0,0.0,0.3500938253206903
9.3,1.0,2010.0,4.0,23.0,23.0,54.0,7.0,0.6355078418968824
4.9,1.0,2011.0,8.0,22.0,10.0,9.0,30.0,0.18095300914775217
6.5,1.0,2011.0,12.0,9.0,13.0,29.0,0.0,0.33769209214435225
10.0,1.0,2014.0,11.0,9.0,14.0,25.0,0.0,0.30521756768630787
3.7,5.0,2009.0,8.0,2.0,14.0,33.0,0.0,0.11978911013101112
5.3,1.0,2010.0,6.0,20.0,16.0,11.0,51.0,0.1300860407021664
12.5,1.0,2013.0,9.0,21.0,4.0,50.0,5.0,0.6143595792811105
6.0,1.0,2014.0,4.0,7.0,8.0,11.0,8.0,0.18226809962766174
4.5,2.0,2010.0,6.0,1.0,8.0,10.0,0.0,0.0
18.0,2.0,2013.0,3.0,10.0,18.0,50.0,56.0,0.791116678572971
6.5,1.0,2013.0,4.0,14.0,14.0,24.0,0.0,0.13937721503343217
5.5,1.0,2013.0,7.0,21.0,2.0,50.0,0.0,0.1026535581910087
5.5,2.0,2014.0,9.0,29.0,7.0,48.0,1.0,0.15478613565810362
4.5,1.0,2014.0,10.0,15.0,21.0,7.0,0.0,0.1093658792260589
7.7,1.0,2009.0,1.0,30.0,6.0,34.0,39.0,0.30511886720781206
5.7,1.0,2010.0,1.0,13.0,22.0,41.0,0.0,0.13407398150514493
6.1,2.0,2012.0,4.0,8.0,9.0,48.0,25.0,0.19756174104087867
8.0,1.0,2012.0,11.0,12.0,13.0,59.0,0.0,0.19081471099106898
4.5,1.0,2013.0,11.0,13.0,12.0,13.0,32.0,0.1081675530007203
8.5,1.0,2014.0,3.0,16.0,19.0,40.0,0.0,0.3060237732338725
10.9,1.0,2009.0,3.0,23.0,7.0,41.0,0.0,0.545159851552141
12.0,1.0,2014.0,9.0,1.0,11.0,49.0,53.0,0.29061630210711115
10.0,2.0,2014.0,10.0,18.0,17.0,12.0,0.0,0.28560052875381137
9.5,1.0,2015.0,2.0,21.0,18.0,34.0,3.0,0.22154122745672603
6.5,2.0,2012.0,12.0,14.0,7.0,23.0,0.0,0.146393319923845
3.5,1.0,2013.0,1.0,27.0,5.0,29.0,32.0,0.052413154770122164
12.0,1.0,2013.0,8.0,8.0,23.0,16.0,3.0,0.6143746839455705
10.0,1.0,2014.0,9.0,6.0,1.0,24.0,13.0,0.21109623296405441
9.3,1.0,2009.0,8.0,21.0,10.0,46.0,54.0,0.31860152538582137
49.8,1.0,2012.0,2.0,5.0,11.0,8.0,7.0,0.00010780550921135032
4.9,1.0,2012.0,8.0,30.0,20.0,42.0,33.0,0.13823187386646238
4.5,6.0,2013.0,2.0,8.0,18.0,2.0,0.0,0.08146703027492683
10.0,1.0,2013.0,5.0,7.0,12.0,30.0,0.0,0.36047476312525095
7.5,1.0,2014.0,5.0,12.0,20.0,43.0,47.0,0.2510671654476271
14.5,1.0,2011.0,4.0,26.0,16.0,0.0,0.0,0.5019754602550364
11.7,1.0,2012.0,5.0,23.0,14.0,22.0,0.0,0.3665999131204861
6.0,1.0,2012.0,11.0,22.0,18.0,52.0,0.0,0.14659309796715228
7.7,2.0,2009.0,6.0,29.0,23.0,43.0,42.0,0.3617358150897262
12.9,5.0,2012.0,8.0,18.0,14.0,38.0,0.0,0.6185584300559775
9.3,1.0,2012.0,7.0,24.0,8.0,55.0,0.0,0.0
5.0,6.0,2014.0,1.0,23.0,10.0,22.0,0.0,0.10419534068396741
6.0,1.0,2015.0,5.0,3.0,9.0,35.0,28.0,0.15994951719468742
3.3,1.0,2009.0,11.0,10.0,14.0,12.0,32.0,0.07438652970470015
10.9,1.0,2010.0,12.0,17.0,22.0,14.0,41.0,0.5921574099940702
6.9,1.0,2011.0,4.0,7.0,13.0,42.0,21.0,0.23588767748377387
6.9,2.0,2011.0,10.0,24.0,22.0,58.0,28.0,0.16014209417362027
8.0,1.0,2014.0,6.0,18.0,0.0,4.0,8.0,0.22647938514880997
12.1,1.0,2009.0,11.0,10.0,21.0,8.0,0.0,0.44420866214831406
4.9,1.0,2011.0,1.0,25.0,13.0,54.0,10.0,0.057485585574409574
15.3,1.0,2012.0,4.0,20.0,15.0,29.0,27.0,0.6622850709370038
11.5,1.0,2013.0,12.0,28.0,20.0,51.0,8.0,0.19425684365741905
12.1,1.0,2011.0,10.0,31.0,6.0,9.0,0.0,0.5080075952591374
11.0,1.0,2015.0,2.0,22.0,14.0,25.0,20.0,0.4944651501884366
4.9,1.0,2009.0,12.0,30.0,19.0,51.0,4.0,0.1828016334283594
7.5,2.0,2013.0,2.0,16.0,14.0,57.0,0.0,0.0
3.3,3.0,2012.0,1.0,27.0,21.0,26.0,22.0,0.05222956943504794
6.0,2.0,2012.0,9.0,26.0,2.0,26.0,33.0,0.16590842051632976
4.5,1.0,2013.0,10.0,21.0,7.0,31.0,44.0,0.12453373990627074
4.5,1.0,2010.0,1.0,12.0,19.0,58.0,51.0,0.14245664271593864
13.7,2.0,2010.0,9.0,21.0,16.0,49.0,0.0,0.3394533471889972
11.3,2.0,2011.0,12.0,9.0,20.0,10.0,13.0,0.3761374968098053
7.7,1.0,2009.0,7.0,13.0,9.0,47.0,1.0,0.19634793933468597
4.5,1.0,2009.0,12.0,5.0,18.0,48.0,2.0,0.1170665565479075
14.5,3.0,2011.0,3.0,18.0,0.0,6.0,58.0,0.731084340957672
45.0,2.0,2012.0,5.0,30.0,14.0,24.0,0.0,0.3155357181915353
8.9,1.0,2012.0,8.0,23.0,13.0,6.0,29.0,0.4327110624492069
5.0,1.0,2013.0,1.0,5.0,10.0,2.0,38.0,0.11292331042101374
7.7,2.0,2011.0,5.0,16.0,10.0,36.0,44.0,0.22574755579258568
11.0,1.0,2014.0,5.0,6.0,13.0,33.0,0.0,0.21121787506689152
20.5,1.0,2014.0,12.0,13.0,18.0,10.0,0.0,0.4385374477793654
8.1,1.0,2009.0,12.0,27.0,1.0,31.0,23.0,0.36410287017339826
6.5,1.0,2011.0,10.0,8.0,18.0,45.0,34.0,0.22315166374420575
5.3,1.0,2011.0,10.0,12.0,13.0,22.0,5.0,0.20063473137919413
18.5,3.0,2014.0,6.0,22.0,0.0,20.0,32.0,0.5906706823000737
6.5,1.0,2014.0,8.0,12.0,17.0,19.0,0.0,0.12145526389495936
6.0,3.0,2014.0,9.0,3.0,15.0,28.0,59.0,0.18906393569143132
6.1,3.0,2010.0,6.0,11.0,12.0,19.0,33.0,0.5716784119371153
12.9,1.0,2010.0,3.0,24.0,16.0,40.0,0.0,0.5640127489177716
3.7,1.0,2011.0,3.0,9.0,14.0,2.0,41.0,0.09465118641046405
15.5,1.0,2014.0,7.0,4.0,0.0,15.0,12.0,0.5602804919422357
5.7,1.0,2009.0,6.0,20.0,20.0,43.0,56.0,0.17598133256773044
6.9,1.0,2011.0,1.0,7.0,17.0,50.0,35.0,0.1506249318168806
7.7,1.0,2011.0,6.0,19.0,21.0,38.0,0.0,0.29698278105915005
8.5,1.0,2014.0,7.0,21.0,8.0,6.0,0.0,0.3723019650985093
11.0,1.0,2015.0,5.0,28.0,18.0,46.0,55.0,0.29776591166408234
3.3,3.0,2009.0,5.0,17.0,1.0,31.0,54.0,0.09255256979147355
5.0,1.0,2012.0,9.0,14.0,18.0,5.0,0.0,0.07917924117799251
6.0,1.0,2015.0,2.0,9.0,7.0,36.0,30.0,0.19744559581497695
6.9,1.0,2011.0,6.0,23.0,6.0,17.0,11.0,0.3631259775109689
13.7,1.0,2012.0,6.0,5.0,0.0,9.0,55.0,0.8101317093008275
5.5,1.0,2013.0,10.0,4.0,21.0,47.0,0.0,0.13510250267427878
12.5,2.0,2015.0,5.0,13.0,18.0,45.0,6.0,0.2754996453414029
9.0,2.0,2013.0,2.0,11.0,18.0,28.0,0.0,0.19075452937257298
8.5,1.0,2013.0,10.0,25.0,11.0,24.0,0.0,0.2581280355929546
6.1,1.0,2011.0,11.0,13.0,13.0,36.0,45.0,0.2031680448744641
10.5,1.0,2012.0,12.0,9.0,1.0,38.0,2.0,0.34979585250720907
7.0,2.0,2014.0,2.0,7.0,7.0,46.0,0.0,0.20718235352238373
7.0,1.0,2014.0,10.0,20.0,6.0,45.0,58.0,0.21382059190029118
15.5,1.0,2015.0,2.0,9.0,16.0,8.0,16.0,0.7507303452033427
6.9,1.0,2011.0,11.0,2.0,20.0,51.0,16.0,0.17080425266919372
8.1,1.0,2010.0,4.0,16.0,21.0,0.0,0.0,0.03828414843800593
10.1,1.0,2009.0,1.0,28.0,8.0,6.0,3.0,0.34921359786800205
6.5,1.0,2009.0,6.0,28.0,3.0,43.0,0.0,0.22457200794602375
5.3,1.0,2009.0,9.0,24.0,20.0,1.0,59.0,0.15852861315964184
11.3,2.0,2011.0,3.0,12.0,4.0,0.0,7.0,0.6665678414257261
22.5,2.0,2015.0,4.0,8.0,22.0,51.0,22.0,0.8572368924583931
6.9,1.0,2009.0,10.0,16.0,18.0,13.0,13.0,0.09349710749876414
12.9,2.0,2010.0,8.0,28.0,12.0,30.0,23.0,0.6741570876249943
6.0,1.0,2013.0,1.0,29.0,15.0,5.0,53.0,0.1130097405399948
19.7,1.0,2012.0,8.0,12.0,11.0,15.0,0.0,0.5700642302368572
9.5,1.0,2015.0,5.0,14.0,9.0,47.0,37.0,0.2026177356980882
10.0,1.0,2014.0,3.0,15.0,3.0,55.0,32.0,0.34417434486892623
4.9,1.0,2012.0,5.0,21.0,21.0,13.0,0.0,0.16487332560932133
4.9,1.0,2009.0,1.0,30.0,7.0,42.0,17.0,0.1376213439132259
2.5,1.0,2010.0,1.0,10.0,13.0,44.0,35.0,0.0
7.7,2.0,2011.0,2.0,27.0,0.0,52.0,0.0,0.34366025078494594
8.5,1.0,2015.0,5.0,15.0,14.0,48.0,4.0,0.20208793107792586
6.9,1.0,2009.0,7.0,11.0,19.0,21.0,0.0,0.23303800367424388
3.7,5.0,2010.0,3.0,10.0,11.0,52.0,0.0,0.03505223789365776
11.0,1.0,2013.0,10.0,6.0,1.0,34.0,58.0,0.475920331988595
10.1,1.0,2009.0,6.0,28.0,7.0,39.0,0.0,0.24212217223438695
4.5,1.0,2011.0,7.0,28.0,7.0,54.0,0.0,0.14633890169123512
4.5,1.0,2012.0,1.0,10.0,19.0,6.0,0.0,0.13281510068688668
12.5,1.0,2012.0,7.0,6.0,8.0,55.0,16.0,0.6131509423316926
14.0,1.0,2012.0,9.0,9.0,16.0,20.0,11.0,0.5833368987489481
6.0,5.0,2013.0,6.0,6.0,19.0,47.0,0.0,0.14445355444107033
10.0,1.0,2013.0,6.0,6.0,19.0,47.0,0.0,0.37775345638312574
10.9,1.0,2009.0,10.0,12.0,7.0,24.0,52.0,0.5581771229228258
5.5,2.0,2012.0,12.0,22.0,22.0,39.0,0.0,0.1520552414990832
7.5,2.0,2013.0,1.0,21.0,13.0,53.0,0.0,0.10248767037803716
16.5,1.0,2014.0,12.0,9.0,10.0,46.0,31.0,0.19163352895486133
9.5,1.0,2015.0,2.0,9.0,7.0,33.0,57.0,0.3765117647530229
4.1,1.0,2011.0,3.0,16.0,18.0,24.0,0.0,0.0
5.7,1.0,2011.0,9.0,10.0,10.0,52.0,34.0,0.15195522504359693
20.5,2.0,2014.0,10.0,5.0,12.0,32.0,0.0,0.7009970769107009
5.7,1.0,2009.0,11.0,5.0,21.0,51.0,0.0,0.19746325351580113
6.1,1.0,2010.0,7.0,1.0,13.0,52.0,31.0,0.0
10.5,1.0,2013.0,7.0,14.0,8.0,41.0,3.0,0.5686734955468148
10.0,1.0,2014.0,7.0,29.0,18.0,9.0,0.0,0.39621354468097947
4.9,1.0,2010.0,4.0,9.0,14.0,1.0,0.0,0.16362842377529924
2.9,1.0,2010.0,11.0,9.0,6.0,52.0,0.0,0.01714392355616259
4.9,1.0,2011.0,3.0,20.0,15.0,23.0,0.0,0.11755386732727503
5.5,2.0,2014.0,7.0,23.0,19.0,21.0,0.0,0.11630341044843255
9.0,2.0,2013.0,5.0,19.0,13.0,48.0,0.0,0.13075865038597373
4.5,2.0,2014.0,8.0,7.0,20.0,19.0,0.0,0.10866800043176751
4.5,1.0,2011.0,4.0,19.0,22.0,53.0,0.0,0.12837211420136707
9.7,1.0,2009.0,3.0,13.0,10.0,15.0,47.0,0.3193174723235838
7.3,1.0,2012.0,5.0,6.0,1.0,59.0,0.0,0.2259225443041025
6.5,2.0,2010.0,3.0,8.0,11.0,35.0,6.0,0.3378586673170887
23.0,1.0,2015.0,5.0,2.0,19.0,36.0,17.0,0.9882249848294646
10.5,1.0,2010.0,11.0,11.0,10.0,38.0,6.0,0.2709865736401888
10.5,1.0,2013.0,9.0,26.0,18.0,18.0,11.0,0.25102128870260143
6.5,1.0,2010.0,9.0,4.0,12.0,45.0,32.0,0.15995519542201084
4.9,1.0,2011.0,6.0,13.0,10.0,53.0,52.0,0.09441811902298913
7.5,1.0,2013.0,12.0,12.0,21.0,26.0,40.0,0.16935888349540412
7.7,5.0,2010.0,3.0,8.0,14.0,1.0,0.0,0.277981004454021
13.3,1.0,2011.0,2.0,28.0,18.0,37.0,41.0,0.5074450182385198
11.0,1.0,2013.0,4.0,19.0,17.0,39.0,0.0,0.36387176600056315
10.9,1.0,2011.0,4.0,15.0,21.0,28.0,0.0,0.635771610746758
6.0,1.0,2013.0,8.0,22.0,20.0,3.0,0.0,0.14849046665374246
6.0,4.0,2014.0,7.0,19.0,13.0,13.0,0.0,0.19153082875676647
10.5,1.0,2011.0,7.0,2.0,10.0,38.0,0.0,0.5801316539864193
12.0,1.0,2012.0,9.0,12.0,11.0,37.0,0.0,0.3236224697631849
11.5,1.0,2013.0,3.0,28.0,11.0,55.0,51.0,0.3418478549258986
17.5,3.0,2013.0,9.0,4.0,12.0,2.0,0.0,0.5304725991904838
12.0,1.0,2013.0,12.0,19.0,13.0,39.0,48.0,0.11652453774680825
11.3,1.0,2011.0,6.0,6.0,6.0,25.0,32.0,0.7878210094407263
6.1,1.0,2011.0,12.0,15.0,15.0,22.0,0.0,0.23489340019056526
4.0,1.0,2013.0,4.0,20.0,3.0,43.0,0.0,0.09461360805274317
4.5,1.0,2013.0,10.0,26.0,23.0,2.0,22.0,0.14139862326100963
9.7,1.0,2010.0,1.0,9.0,1.0,50.0,18.0,0.4827584576576806
3.7,1.0,2010.0,1.0,29.0,2.0,39.0,0.0,0.04346063397377272
18.0,1.0,2013.0,9.0,13.0,18.0,28.0,40.0,0.8558522981301122
4.9,1.0,2010.0,6.0,6.0,10.0,25.0,14.0,0.12958326618467578
6.5,1.0,2011.0,2.0,15.0,13.0,15.0,28.0,0.0
9.5,6.0,2013.0,8.0,9.0,22.0,7.0,0.0,0.3680303739431358
7.5,3.0,2013.0,10.0,20.0,21.0,58.0,0.0,0.15349618597744505
10.0,1.0,2014.0,2.0,8.0,14.0,15.0,0.0,0.4924662610389909
9.3,1.0,2009.0,1.0,20.0,9.0,11.0,0.0,0.2777698391620348
52.0,1.0,2013.0,5.0,5.0,21.0,20.0,0.0,0.0
7.0,1.0,2014.0,12.0,23.0,9.0,3.0,0.0,0.25730640283362083
12.5,1.0,2009.0,8.0,1.0,22.0,36.0,38.0,0.6179042992834691
7.3,2.0,2011.0,1.0,25.0,10.0,0.0,39.0,0.10138135949895206
4.0,1.0,2012.0,12.0,10.0,6.0,55.0,22.0,0.0631742837661868
4.5,1.0,2013.0,8.0,14.0,21.0,17.0,28.0,0.09712015072331497
6.0,4.0,2014.0,12.0,21.0,10.0,32.0,2.0,0.09255465277998744
10.1,1.0,2010.0,10.0,10.0,17.0,33.0,55.0,0.533623486213758
9.3,4.0,2012.0,4.0,21.0,3.0,50.0,0.0,0.47555298054627315
3.7,1.0,2011.0,8.0,10.0,21.0,50.0,53.0,0.079487432482409
8.5,2.0,2011.0,10.0,23.0,0.0,49.0,26.0,0.3416906667765527
12.1,1.0,2012.0,2.0,24.0,15.0,11.0,0.0,0.4551095293141169
5.0,2.0,2014.0,3.0,11.0,21.0,45.0,0.0,0.12448539104102474
8.9,1.0,2010.0,3.0,18.0,20.0,48.0,0.0,0.36257006327862035
10.1,2.0,2011.0,9.0,18.0,0.0,24.0,0.0,0.40503712472924425
11.5,1.0,2013.0,3.0,14.0,19.0,6.0,2.0,0.33887247647338914
4.5,1.0,2009.0,3.0,27.0,22.0,32.0,0.0,0.2289876450855745
7.3,1.0,2011.0,5.0,24.0,9.0,53.0,0.0,0.08583243212010305
4.5,1.0,2014.0,1.0,31.0,18.0,13.0,53.0,0.12987539953149596
12.5,1.0,2010.0,7.0,14.0,19.0,16.0,0.0,0.5598530330593926
6.1,5.0,2011.0,11.0,3.0,14.0,47.0,0.0,0.0
5.5,1.0,2013.0,4.0,24.0,16.0,27.0,0.0,0.1119402313837979
7.8,1.0,2009.0,1.0,10.0,20.0,6.0,45.0,0.24375902628028062
4.5,1.0,2009.0,10.0,5.0,12.0,39.0,40.0,0.11942990322340653
8.5,1.0,2014.0,7.0,13.0,10.0,18.0,15.0,0.3285977322126136
5.5,5.0,2014.0,10.0,23.0,20.0,44.0,0.0,0.10844927747674597
4.0,4.0,2014.0,3.0,9.0,16.0,32.0,0.0,0.06435736856225983
7.7,1.0,2011.0,11.0,17.0,21.0,11.0,0.0,0.24250392034769896
16.1,1.0,2010.0,12.0,7.0,6.0,22.0,0.0,0.4443588677152142
15.5,1.0,2014.0,3.0,31.0,22.0,52.0,34.0,0.7521401460696635
6.9,1.0,2010.0,4.0,30.0,10.0,27.0,0.0,0.1937415103318308
8.1,2.0,2009.0,9.0,24.0,15.0,15.0,30.0,0.23723037551048473
6.9,2.0,2010.0,7.0,26.0,19.0,25.0,25.0,0.2869912274525908
7.3,1.0,2012.0,4.0,1.0,17.0,17.0,44.0,0.4026736447396861
6.5,1.0,2013.0,4.0,20.0,18.0,2.0,13.0,0.09818944963505123
4.0,1.0,2014.0,12.0,16.0,1.0,5.0,0.0,0.08363403776648769
12.9,3.0,2010.0,7.0,25.0,1.0,25.0,0.0,0.5517248270736219
6.5,3.0,2011.0,3.0,6.0,17.0,56.0,14.0,0.1839640516639149
10.1,1.0,2009.0,8.0,31.0,16.0,19.0,0.0,0.35649331167800186
4.5,1.0,2011.0,1.0,13.0,11.0,39.0,51.0,0.07941098298702945
8.9,1.0,2011.0,10.0,20.0,20.0,37.0,0.0,0.3581379022498847
8.9,1.0,2012.0,8.0,30.0,7.0,25.0,0.0,0.3763749079563933
10.0,1.0,2012.0,10.0,16.0,13.0,35.0,0.0,0.3179846071548904
10.5,1.0,2013.0,11.0,2.0,15.0,33.0,36.0,0.34362828841645726
18.5,1.0,2012.0,9.0,27.0,13.0,53.0,18.0,0.676285067974943
6.5,5.0,2013.0,10.0,17.0,20.0,43.0,0.0,0.210665027585966
8.0,1.0,2014.0,11.0,8.0,0.0,32.0,0.0,0.20630885715030933
16.5,2.0,2015.0,3.0,15.0,2.0,49.0,7.0,0.6491926032107102
8.1,1.0,2010.0,5.0,28.0,19.0,32.0,0.0,0.43372534860263307
9.3,2.0,2011.0,5.0,28.0,13.0,1.0,3.0,0.2925243015834536
4.9,5.0,2011.0,12.0,18.0,7.0,51.0,0.0,0.17614010784404618
52.0,5.0,2013.0,1.0,22.0,13.0,59.0,0.0,0.05405416209114678
12.0,1.0,2013.0,8.0,15.0,11.0,24.0,10.0,0.35856639974964594
14.0,2.0,2014.0,10.0,22.0,20.0,44.0,19.0,0.26229080796584003
8.2,2.0,2009.0,2.0,1.0,3.0,43.0,38.0,0.2822016534613847
6.9,1.0,2010.0,4.0,9.0,6.0,34.0,0.0,0.41322186480027373
6.0,5.0,2015.0,3.0,14.0,19.0,43.0,47.0,0.15187910975563865
7.7,1.0,2009.0,12.0,10.0,20.0,41.0,29.0,0.24438559674648996
9.7,1.0,2011.0,6.0,29.0,21.0,11.0,0.0,0.5049231255669169
9.3,1.0,2009.0,7.0,30.0,13.0,48.0,0.0,0.30040302212424336
6.5,2.0,2009.0,8.0,3.0,19.0,19.0,38.0,0.2119334855483422
10.1,1.0,2010.0,6.0,24.0,18.0,57.0,5.0,0.2955173674657301
4.9,1.0,2011.0,10.0,16.0,14.0,42.0,58.0,0.115039918484446
7.5,1.0,2012.0,11.0,5.0,15.0,26.0,34.0,0.23041883902708327
4.5,4.0,2014.0,5.0,18.0,0.0,30.0,19.0,0.08443269855147895
9.3,1.0,2012.0,3.0,13.0,16.0,13.0,43.0,0.4702924531508305
12.0,1.0,2012.0,10.0,7.0,11.0,1.0,0.0,0.17345450309634963
13.0,1.0,2015.0,6.0,11.0,14.0,50.0,42.0,0.37637314291826396
6.5,1.0,2009.0,8.0,5.0,16.0,57.0,28.0,0.1951095583790295
10.9,1.0,2010.0,8.0,8.0,2.0,37.0,0.0,0.6156572838311379
5.3,1.0,2010.0,12.0,9.0,17.0,55.0,1.0,0.24616600356664836
12.0,1.0,2013.0,2.0,26.0,8.0,9.0,0.0,0.32298622410082367
10.9,1.0,2009.0,6.0,23.0,14.0,22.0,0.0,0.3362339091882475
6.5,1.0,2010.0,2.0,25.0,0.0,23.0,0.0,0.3666197871098226
6.5,1.0,2013.0,12.0,7.0,9.0,18.0,27.0,0.1792831109647532
8.1,1.0,2010.0,11.0,28.0,10.0,43.0,38.0,0.418437652120903
4.1,1.0,2012.0,7.0,17.0,1.0,25.0,35.0,0.14176314454034963
10.5,1.0,2013.0,6.0,30.0,18.0,42.0,14.0,0.2898799844780236
11.0,1.0,2014.0,2.0,6.0,17.0,38.0,0.0,0.30293080543039536
7.5,1.0,2014.0,5.0,15.0,20.0,6.0,3.0,0.1510909560680998
14.9,1.0,2009.0,8.0,23.0,4.0,53.0,2.0,0.8817296255575348
7.3,3.0,2011.0,6.0,13.0,9.0,57.0,0.0,0.2550621479605369
12.9,1.0,2012.0,2.0,16.0,7.0,2.0,0.0,0.6656172579983209
10.5,1.0,2013.0,6.0,29.0,11.0,34.0,23.0,0.385853297207751
23.0,6.0,2013.0,7.0,19.0,17.0,55.0,0.0,0.6551997360874184
10.0,1.0,2012.0,11.0,10.0,1.0,12.0,0.0,0.33064337462238097
6.9,5.0,2011.0,3.0,24.0,18.0,1.0,0.0,0.24619158486454493
7.3,1.0,2011.0,10.0,19.0,21.0,46.0,0.0,0.27720381583702836
5.7,2.0,2009.0,11.0,20.0,20.0,59.0,0.0,0.1687086599186938
31.47,2.0,2010.0,7.0,1.0,12.0,55.0,22.0,0.9637627923807215
6.9,1.0,2011.0,6.0,27.0,7.0,28.0,42.0,0.25503068431889786
9.0,1.0,2012.0,9.0,8.0,1.0,9.0,20.0,0.45251196996372733
19.0,1.0,2013.0,10.0,23.0,12.0,19.0,26.0,0.5604114239760288
10.0,1.0,2014.0,10.0,7.0,22.0,39.0,0.0,0.2866831886398758
11.5,1.0,2015.0,6.0,7.0,20.0,0.0,6.0,0.33000892832387724
4.9,1.0,2010.0,2.0,1.0,22.0,27.0,51.0,0.15048832979632532
8.9,4.0,2012.0,7.0,4.0,20.0,41.0,0.0,0.32657270082762224
10.9,5.0,2010.0,3.0,19.0,17.0,49.0,0.0,0.6043576240070225
4.1,1.0,2011.0,1.0,21.0,15.0,52.0,0.0,0.08740961622417678
13.0,1.0,2013.0,2.0,22.0,19.0,42.0,0.0,0.29393328179595707
10.5,1.0,2013.0,10.0,13.0,9.0,10.0,0.0,0.393996150670804
10.5,1.0,2013.0,11.0,21.0,23.0,20.0,0.0,0.4390926935457104
14.5,1.0,2013.0,10.0,18.0,19.0,5.0,0.0,0.4172845433617392
20.0,1.0,2014.0,10.0,8.0,12.0,12.0,0.0,0.40768117339200616
19.0,1.0,2013.0,9.0,21.0,19.0,26.0,27.0,0.6662758599575294
8.0,1.0,2015.0,4.0,27.0,21.0,4.0,42.0,0.24287886913225515
11.3,1.0,2009.0,9.0,9.0,9.0,35.0,8.0,0.3127996076671369
6.5,5.0,2010.0,9.0,3.0,23.0,55.0,0.0,0.2208474363709156
11.3,1.0,2011.0,2.0,6.0,21.0,55.0,0.0,0.49970758260523507
4.9,1.0,2009.0,6.0,26.0,0.0,29.0,0.0,0.1435593473341603
12.5,5.0,2011.0,5.0,28.0,23.0,38.0,0.0,0.5981829389406729
6.1,1.0,2012.0,8.0,20.0,10.0,54.0,17.0,0.2814135889733725
12.5,1.0,2011.0,4.0,8.0,19.0,27.0,56.0,0.27824382703238093
6.9,1.0,2009.0,3.0,31.0,16.0,30.0,0.0,0.23700011919968914
10.1,1.0,2012.0,1.0,10.0,10.0,32.0,0.0,0.3489315069222494
8.5,1.0,2012.0,1.0,10.0,15.0,55.0,0.0,0.4227434547757811
7.5,2.0,2013.0,4.0,1.0,18.0,48.0,0.0,0.22984126520734563
7.3,1.0,2012.0,5.0,26.0,2.0,43.0,53.0,0.31514441383418473
8.5,1.0,2013.0,2.0,18.0,15.0,58.0,42.0,0.2948055716170878
3.7,1.0,2009.0,5.0,30.0,1.0,52.0,3.0,0.08904096018104282
4.5,2.0,2009.0,5.0,16.0,12.0,32.0,2.0,0.11323902452659126
6.1,1.0,2010.0,6.0,4.0,18.0,36.0,47.0,0.27956976282657897
7.7,2.0,2011.0,10.0,9.0,13.0,25.0,51.0,0.44303539416558874
11.0,1.0,2012.0,12.0,15.0,4.0,8.0,0.0,0.33403808720759914
7.5,1.0,2015.0,5.0,18.0,6.0,41.0,13.0,0.22156143887966384
11.7,1.0,2011.0,10.0,27.0,7.0,58.0,6.0,0.6361588848569056
3.3,1.0,2011.0,11.0,27.0,3.0,46.0,0.0,0.08408220324708408
11.0,1.0,2014.0,8.0,14.0,1.0,2.0,15.0,0.38957099947984825
5.7,1.0,2010.0,8.0,11.0,17.0,20.0,56.0,0.2308439077133526
8.0,3.0,2012.0,12.0,22.0,19.0,25.0,0.0,0.3551954421603146
7.5,1.0,2014.0,11.0,5.0,18.0,59.0,0.0,0.16680871517937393
4.5,1.0,2009.0,10.0,18.0,14.0,56.0,2.0,0.11043847924107762
4.9,1.0,2011.0,8.0,22.0,19.0,49.0,16.0,0.1654140476288084
9.5,1.0,2013.0,9.0,19.0,21.0,51.0,0.0,0.4244263714005868
5.0,1.0,2014.0,10.0,20.0,19.0,24.0,33.0,0.13975856563430045
8.5,2.0,2010.0,2.0,6.0,22.0,11.0,2.0,0.33582218421261334
5.0,1.0,2014.0,8.0,11.0,15.0,31.0,0.0,0.09218634984587018
